"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"83","186.85764559445602","163.11127202165352","0.24462890625","0.199462890625","0.289794921875","1560","0.00023136306844738006","24","0.00023136306844738006","0","0.00023136306844738006","0.00023136306844738006","96:68;82:68;84:68","96:0.0019691838753180813;82:0.0026499487917191755;84:0.0026520012017262895","96:0.0024339223546306077;82:0.002746086367905881;84:0.0023570699646331406","0.24462890625","Yes"
"84","151.2535483747135","95.02353317760567","0.0074462890625","0.01220703125","0.002685546875","1560","0.00023898884466157778","24","0.00023898884466157778","0","0.00023898884466157778","0.00023898884466157778","83:68;85:68","83:0.0026520012017262895;85:0.0022663484546885104","83:0.0023570699646331406;85:0.0023859205918652093","0.0074462890625","Yes"
"85","142.3250839610079","33.435366051262335","0.009765625","0.01513671875","0.00439453125","1560","0.00024785190538332164","24","0.00024785190538332164","0","0.00024785190538332164","0.00024785190538332164","77:68;86:68;84:68","77:0.002722936933251846;86:0.0032021844467653715;84:0.0022663484546885104","77:0.0021561528582375866;86:0.0028883517287213167;84:0.0023859205918652093","0.009765625","Yes"
"86","157.0964858028825","93.26740011567965","0.0086669921875","0.010009765625","0.00732421875","1560","0.00022164542668344647","24","0.00022164542668344647","0","0.00022164542668344647","0.00022164542668344647","85:68;87:68","85:0.0032021844467653715;87:0.0021419477840839696","85:0.0028883517287213167;87:0.001649590275803331","0.0086669921875","Yes"
"87","147.33198701730745","138.56265438111487","0.0643310546875","0.069580078125","0.05908203125","1560","0.0003446795378467932","24","0.0003446795378467932","0","0.0003446795378467932","0.0003446795378467932","86:68;88:68;97:68","86:0.0021419477840839696;88:0.0029544688749092163;97:0.002565824727792043","86:0.001649590275803331;88:0.0019560031894185204;97:0.002855743572366065","0.0643310546875","Yes"
"88","134.91230151345715","136.09921415627238","0.010498046875","0.01220703125","0.0087890625","1560","0.0004040263251506925","24","0.0004040263251506925","0","0.0004040263251506925","0.0004040263251506925","87:68;89:68","87:0.0029544688749092163;89:0.003319759206549422","87:0.0019560031894185204;89:0.002271180991027022","0.010498046875","Yes"
"89","197.04121470467743","95.9628088338319","0.0191650390625","0.02783203125","0.010498046875","1560","0.0003411753596773017","24","0.0003411753596773017","0","0.0003411753596773017","0.0003411753596773017","90:68;88:68;78:68","90:0.003008755019495546;88:0.003319759206549422;78:0.0036778605053343627","90:0.0023220767586950575;88:0.002271180991027022;78:0.003418948896122237","0.0191650390625","Yes"
"90","141.5699493337332","133.7216011809094","0.009521484375","0.0126953125","0.00634765625","1560","0.0003705959690454002","24","0.0003705959690454002","0","0.0003705959690454002","0.0003705959690454002","89:68;91:68","89:0.003008755019495546;91:0.002710020794011614","89:0.0023220767586950575;91:0.0021013320142188596","0.009521484375","Yes"
"91","164.20875987871963","18.71105589163578","0.06787109375","0.061279296875","0.074462890625","1560","0.0001808019233884071","24","0.0001808019233884071","0","0.0001808019233884071","0.0001808019233884071","98:68;90:68;92:68","98:0.002026263054073274;90:0.002710020794011614;92:0.0021010151187786374","98:0.009835124293536529;90:0.0021013320142188596;92:0.0017394020573834046","0.06787109375","Yes"
"92","132.244244597475","196.1402029271408","0.00634765625","0.008056640625","0.004638671875","1560","0.00022852424753160608","24","0.00022852424753160608","0","0.00022852424753160608","0.00022852424753160608","91:68;93:68","91:0.0021010151187786374;93:0.0018216503827533925","91:0.0017394020573834046;93:0.0021831193936962257","0.00634765625","Yes"
"93","235.7506923378857","191.52132946901216","0.1263427734375","0.224609375","0.028076171875","1560","0.0005770306362124017","24","0.0005770306362124017","0","0.0005770306362124017","0.0005770306362124017","94:68;79:68;92:68","94:0.00329218127596817;79:0.0031834131054317982;92:0.0018216503827533925","94:0.0028954976213780848;79:0.0026458820189861065;92:0.0021831193936962257","0.1263427734375","Yes"
"94","163.01731644600613","64.0009720738054","0.0152587890625","0.015869140625","0.0146484375","1560","0.00026269547125705857","24","0.00026269547125705857","0","0.00026269547125705857","0.00026269547125705857","93:68;95:68","93:0.00329218127596817;95:0.002841025650867607","93:0.0028954976213780848;95:0.0024399847751041537","0.0152587890625","Yes"
"95","179.12614494410417","176.71800064591474","0.0113525390625","0.0078125","0.009033203125","1560","0.0002903135642096629","24","0.0002903135642096629","0","0.0002903135642096629","0.0002903135642096629","99:68;94:68","99:0.0029546501144386006;94:0.002841025650867607","94:0.0024399847751041537","0.0113525390625","Yes"
"96","108.04046945272505","112.99740193612888","0.0267333984375","0.0263671875","0.027099609375","1560","0.0004046926640085376","24","0.0004046926640085376","0","0.0004046926640085376","0.0004046926640085376","83:68;103:68","83:0.0019691838753180813;103:0.008671273381540556","83:0.0024339223546306077;103:0.004677155413033374","0.0267333984375","Yes"
"97","115.913777547987","144.08245243356268","0.007568359375","0.010498046875","0.004638671875","1560","0.00021565801310063687","24","0.00021565801310063687","0","0.00021565801310063687","0.00021565801310063687","87:68;107:68","87:0.002565824727792043;107:0.0020540020737407627","87:0.002855743572366065;107:0.002162547935139869","0.007568359375","Yes"
"98","99.17368601486832","17.596165247031298","0.0118408203125","0.013916015625","0.009765625","1560","0.00024058839179729542","24","0.00024058839179729542","0","0.00024058839179729542","0.00024058839179729542","91:68;111:68","91:0.002026263054073274;111:0.0028577780995994173","91:0.009835124293536529;111:0.01185401662085711","0.0118408203125","Yes"
"99","109.29221683982819","29.595934430732747","0.0352783203125","0.030517578125","0.0400390625","1560","0.0002446553151698716","24","0.0002446553151698716","0","0.0002446553151698716","0.0002446553151698716","115:68;95:68","115:0.0021611452410162657;95:0.0029546501144386006","","0.0352783203125","Yes"
"100","160.21753770883154","29.37752853867782","0.019775390625","0.024169921875","0.015380859375","1560","0.0006350057917140468","24","0.0006350057917140468","0","0.0006350057917140468","0.0006350057917140468","101:68","101:0.0031513451655238722","101:0.0034712669260815454","0.019775390625","Yes"
"101","166.51741785300268","129.13436588046864","0.1036376953125","0.13720703125","0.070068359375","1560","0.0002697533662771788","24","0.0002697533662771788","0","0.0002697533662771788","0.0002697533662771788","100:68;116:68;102:68","100:0.0031513451655238722;116:0.0019459892210666463;102:0.0036682228563564845","100:0.0034712669260815454;116:0.0020368963242786975;102:0.015525936475400598","0.1036376953125","Yes"
"102","152.55393590583358","89.88461036618078","0.0281982421875","0.036865234375","0.01953125","1560","0.0004492376238398557","24","0.0004492376238398557","0","0.0004492376238398557","0.0004492376238398557","101:68;103:88","101:0.0036682228563564845","101:0.015525936475400598","0.0281982421875","Yes"
"103","98.6974418022673","55.546698267601016","0.0223388671875","0.021484375","0.023193359375","1560","0.0003694705998295739","24","0.0003694705998295739","0","0.0003694705998295739","0.0003694705998295739","104:68;96:68;102:88","104:0.009277836919055649;96:0.008671273381540556","104:0.0034902516180293774;96:0.004677155413033374","0.0223388671875","Yes"
"104","83.90965852146734","72.82298832321415","0.0103759765625","0.0126953125","0.008056640625","1560","0.00021461458237088954","24","0.00021461458237088954","0","0.00021461458237088954","0.00021461458237088954","103:68;105:68","103:0.009277836919055649;105:0.00215577050514848","103:0.0034902516180293774;105:0.002252577041136239","0.0103759765625","Yes"
"105","176.3201598494108","162.72958648130225","0.021240234375","0.024169921875","0.018310546875","1560","0.00022595178944239766","24","0.00022595178944239766","0","0.00022595178944239766","0.00022595178944239766","104:68;106:68;117:68","104:0.00215577050514848;106:0.0017353633504814114;117:0.0019672576493874883","104:0.002252577041136239;106:0.0021486207846815597;117:0.0024754008707294217","0.021240234375","Yes"
"106","110.5476768381711","133.71294486804618","0.0074462890625","0.010498046875","0.00439453125","1560","0.00019709083652736308","24","0.00019709083652736308","0","0.00019709083652736308","0.00019709083652736308","107:68;105:68","107:0.001766814164393865;105:0.0017353633504814114","107:0.0037522898309745867;105:0.0021486207846815597","0.0074462890625","Yes"
"107","136.05393302840662","24.256746851973812","0.018798828125","0.03076171875","0.0068359375","1560","0.0003955650314161146","24","0.0003955650314161146","0","0.0003955650314161146","0.0003955650314161146","106:68;108:68;97:68","106:0.001766814164393865;108:0.002138053909046894;97:0.0020540020737407627","106:0.0037522898309745867;108:0.0017332037044454907;97:0.002162547935139869","0.018798828125","Yes"
"108","113.33906125734785","81.24517622326594","0.0220947265625","0.042724609375","0.00146484375","1560","0.000400660822642768","24","0.000400660822642768","0","0.000400660822642768","0.000400660822642768","107:68;109:68","107:0.002138053909046894;109:0.0024213488538974426","107:0.0017332037044454907;109:0.0018849780024625673","0.0220947265625","Yes"
"109","129.4706861720736","68.30277055594999","0.0206298828125","0.020263671875","0.02099609375","1560","0.00024419662319430044","24","0.00024419662319430044","0","0.00024419662319430044","0.00024419662319430044","108:68;110:68;118:68","108:0.0024213488538974426;110:0.0018800966712535783;118:0.0029106468797774065","108:0.0018849780024625673;110:0.002765408788243967;118:0.0026529961026267868","0.0206298828125","Yes"
"110","114.9909473740285","109.63414707560891","0.007568359375","0.0087890625","0.00634765625","1560","0.0003564623833046069","24","0.0003564623833046069","0","0.0003564623833046069","0.0003564623833046069","109:68;111:68","109:0.0018800966712535783;111:0.0020153371716167545","109:0.002765408788243967;111:0.0042546316962014386","0.007568359375","Yes"
"111","34.32480328799616","50.56386038468454","0.038330078125","0.031982421875","0.044677734375","1560","0.0001815918316060029","24","0.0001815918316060029","0","0.0001815918316060029","0.0001815918316060029","112:68;110:68;98:68","112:0.004089458906321286;110:0.0020153371716167545;98:0.0028577780995994173","112:0.0020393744466888075;110:0.0042546316962014386;98:0.01185401662085711","0.038330078125","Yes"
"112","125.87892749062134","118.42966953281409","0.0078125","0.01025390625","0.0068359375","1560","0.00022324082240473295","24","0.00022324082240473295","0","0.00022324082240473295","0.00022324082240473295","111:68;113:68","111:0.004089458906321286;113:0.003396212354763173","111:0.0020393744466888075;113:0.002076376527848728","0.0078125","Yes"
"113","177.92204504357557","50.88474863692874","0.0894775390625","0.087890625","0.091064453125","1560","0.00020121192586788737","24","0.00020121192586788737","0","0.00020121192586788737","0.00020121192586788737","119:68;112:68;114:68","119:0.005373442074274398;112:0.003396212354763173;114:0.002865435049405868","119:0.0029983071114798032;112:0.002076376527848728;114:0.002778073497854583","0.0894775390625","Yes"
"114","99.47852364331891","72.57806006587252","0.0081787109375","0.009033203125","0.00732421875","1560","0.0002473815484011592","24","0.0002473815484011592","0","0.0002473815484011592","0.0002473815484011592","115:68;113:68","115:0.0025184497602066536;113:0.002865435049405868","115:0.002400722611679146;113:0.002778073497854583","0.0081787109375","Yes"
"115","150.08319993859462","128.1549606858062","0.010009765625","0.01171875","0.00830078125","1560","0.0002106877968323169","24","0.0002106877968323169","0","0.0002106877968323169","0.0002106877968323169","99:68;114:68","99:0.0021611452410162657;114:0.0025184497602066536","114:0.002400722611679146","0.010009765625","Yes"
"116","164.0714879425456","203.98809641841385","0.0406494140625","0.04150390625","0.039794921875","1560","0.0002815424597056785","24","0.0002815424597056785","0","0.0002815424597056785","0.0002815424597056785","101:68;121:68","101:0.0019459892210666463;121:0.0017797824502976678","101:0.0020368963242786975;121:0.0015000512033213342","0.0406494140625","Yes"
"117","155.989052673755","185.34231315814188","0.0252685546875","0.024658203125","0.02587890625","1560","0.0002882544371362489","24","0.0002882544371362489","0","0.0002882544371362489","0.0002882544371362489","105:68;125:68","105:0.0019672576493874883;125:0.0018825980735288905","105:0.0024754008707294217;125:0.0018503634592608176","0.0252685546875","Yes"
"118","211.03146248950085","64.78374019372235","0.014404296875","0.01708984375","0.01171875","1560","0.00025477124185173215","24","0.00025477124185173215","0","0.00025477124185173215","0.00025477124185173215","109:68;129:68","109:0.0029106468797774065;129:0.002919140033484313","109:0.0026529961026267868;129:0.002178811488089988","0.014404296875","Yes"
"119","105.61458624812458","150.9962486409753","0.01025390625","0.01123046875","0.00927734375","1560","0.000569979612546408","24","0.000569979612546408","0","0.000569979612546408","0.000569979612546408","113:68;133:68","113:0.005373442074274398;133:0.005363742077636319","113:0.0029983071114798032;133:0.0027774550633760386","0.01025390625","Yes"
"120","188.39180533634072","237.436323745277","0.00634765625","0.0087890625","0.00390625","1560","0.00016206317757789016","24","0.00016206317757789016","0","0.00016206317757789016","0.00016206317757789016","121:68","121:0.0021419766879706703","121:0.001728536639424877","0.00634765625","Yes"
"121","117.289245960693","116.8713763544928","0.018310546875","0.021240234375","0.015380859375","1560","0.00017169448760992394","24","0.00017169448760992394","0","0.00017169448760992394","0.00017169448760992394","120:68;122:68;116:68","120:0.0021419766879706703;122:0.0033876271804365587;116:0.0017797824502976678","120:0.001728536639424877;122:0.0019689904266739777;116:0.0015000512033213342","0.018310546875","Yes"
"122","128.6489363059094","74.89484262386924","0.0087890625","0.010986328125","0.006591796875","1560","0.00030988227068487256","24","0.00030988227068487256","0","0.00030988227068487256","0.00030988227068487256","121:68;123:68","121:0.0033876271804365587;123:0.0024995345487532628","121:0.0019689904266739777;123:0.002538110086921036","0.0087890625","Yes"
"123","112.62347497041378","101.19057600652195","0.020751953125","0.02392578125","0.017578125","1560","0.000252968051856616","24","0.000252968051856616","0","0.000252968051856616","0.000252968051856616","136:68;124:68;122:68","136:0.002309953623258698;124:0.002312470179466203;122:0.0024995345487532628","136:0.002405411135034452;124:0.002016797744477161;122:0.002538110086921036","0.020751953125","Yes"
"124","119.09918878942689","135.88536736447696","0.0089111328125","0.010009765625","0.0078125","1560","0.000309960601792248","24","0.000309960601792248","0","0.000309960601792248","0.000309960601792248","123:68;125:68","123:0.002312470179466203;125:0.0019565226666162783","123:0.002016797744477161;125:0.001753007479356944","0.0089111328125","Yes"
"125","135.03517050855328","59.2385804854103","0.03466796875","0.0478515625","0.021484375","1560","0.0002921332893855972","24","0.0002921332893855972","0","0.0002921332893855972","0.0002921332893855972","117:68;124:68;126:68","117:0.0018825980735288905;124:0.0019565226666162783;126:0.0036403222111064115","117:0.0018503634592608176;124:0.001753007479356944;126:0.002201751546216074","0.03466796875","Yes"
"126","141.16169859024504","50.74354714103573","0.0074462890625","0.0078125","0.007080078125","1560","0.00031414072091780703","24","0.00031414072091780703","0","0.00031414072091780703","0.00031414072091780703","127:68;125:68","127:0.0020629927008435633;125:0.0036403222111064115","127:0.0023138009048994657;125:0.002201751546216074","0.0074462890625","Yes"
"127","154.72642669209233","150.98906561197145","0.04833984375","0.0458984375","0.05078125","1560","0.00025677242360616973","24","0.00025677242360616973","0","0.00025677242360616973","0.00025677242360616973","126:68;128:68;137:68","126:0.0020629927008435633;128:0.001634165725523301;137:0.0017214646234001707","126:0.0023138009048994657;128:0.001974278844591476;137:0.002066219411229364","0.04833984375","Yes"
"128","138.459724638874","61.42901977521159","0.046142578125","0.0478515625","0.04443359375","1560","0.0001988091351617012","24","0.0001988091351617012","0","0.0001988091351617012","0.0001988091351617012","127:68;129:68","127:0.001634165725523301;129:0.0023875955641282642","127:0.001974278844591476;129:0.0024566822780226483","0.046142578125","Yes"
"129","80.58106372503089","71.4707449078171","0.015869140625","0.0234375","0.01416015625","1560","0.0001988199938533166","24","0.0001988199938533166","0","0.0001988199938533166","0.0001988199938533166","130:68;128:68;118:68","130:0.003261637552139096;128:0.0023875955641282642;118:0.002919140033484313","130:0.0023900972090309114;128:0.0024566822780226483;118:0.002178811488089988","0.015869140625","Yes"
"130","132.12476329338915","104.61081225169178","0.0052490234375","0.006103515625","0.00439453125","1560","0.000330949972499848","24","0.000330949972499848","0","0.000330949972499848","0.000330949972499848","129:68;131:68","129:0.003261637552139096;131:0.0026655104189221013","129:0.0023900972090309114;131:0.0020438745464701202","0.0052490234375","Yes"
"131","299.08522876129047","205.94561552948585","0.1102294921875","0.107666015625","0.11279296875","1560","0.0002021907729496639","24","0.0002021907729496639","0","0.0002021907729496639","0.0002021907729496639","138:68;130:68;132:68","138:0.0027937349264612332;130:0.0026655104189221013;132:0.002097942743531339","138:0.0022634988760849295;130:0.0020438745464701202;132:0.0014058825390280694","0.1102294921875","Yes"
"132","166.39512816066878","179.05089512924172","0.0028076171875","0.00439453125","0.001220703125","1560","0.0002081979199604287","24","0.0002081979199604287","0","0.0002081979199604287","0.0002081979199604287","133:68;131:68","133:0.0026639347429190108;131:0.002097942743531339","133:0.0019006134120562734;131:0.0014058825390280694","0.0028076171875","Yes"
"133","111.0522589950645","43.64261356832712","0.027099609375","0.028076171875","0.026123046875","1560","0.00016840743435567393","24","0.00016840743435567393","0","0.00016840743435567393","0.00016840743435567393","132:68;134:68;119:68","132:0.0026639347429190108;134:0.0026919324314648163;119:0.005363742077636319","132:0.0019006134120562734;134:0.0024699044952059546;119:0.0027774550633760386","0.027099609375","Yes"
"134","124.56935056267413","35.09608130646317","0.0072021484375","0.006591796875","0.0078125","1560","0.0004416268556214508","24","0.0004416268556214508","0","0.0004416268556214508","0.0004416268556214508","133:68;135:68","133:0.0026919324314648163;135:0.002798857842375796","133:0.0024699044952059546;135:0.009633085301173683","0.0072021484375","Yes"
"135","270.03011167676095","248.529828705714","0.072021484375","0.07080078125","0.0732421875","1560","0.00018135785554835475","24","0.00018135785554835475","0","0.00018135785554835475","0.00018135785554835475","134:68;139:68","134:0.002798857842375796;139:0.0036945178338498863","134:0.009633085301173683;139:0.0035357841336745854","0.072021484375","Yes"
"136","117.1515430093873","116.92371997019787","0.0048828125","0.005859375","0.00390625","1560","0.0002201042402634185","24","0.0002201042402634185","0","0.0002201042402634185","0.0002201042402634185","123:68;143:68","123:0.002309953623258698;143:0.00197039423427231","123:0.002405411135034452;143:0.0014929029353254741","0.0048828125","Yes"
"137","136.71223782587947","140.64291712877753","0.006103515625","0.00830078125","0.00390625","1560","0.0002758409218918772","24","0.0002758409218918772","0","0.0002758409218918772","0.0002758409218918772","147:68;127:68","147:0.0025243751847453533;127:0.0017214646234001707","147:0.002717506563710975;127:0.002066219411229364","0.006103515625","Yes"
"138","106.07946894853345","132.5122214003022","0.011962890625","0.01708984375","0.0068359375","1560","0.00025823036328131353","24","0.00025823036328131353","0","0.00025823036328131353","0.00025823036328131353","151:68;131:68","151:0.002358133791297151;131:0.0027937349264612332","151:0.00217764446680746;131:0.0022634988760849295","0.011962890625","Yes"
"139","64.89595731791869","27.661311295379345","0.0103759765625","0.016357421875","0.00439453125","1560","0.0005002217535711421","24","0.0005002217535711421","0","0.0005002217535711421","0.0005002217535711421","155:68;135:68","155:0.0029573803467682347;135:0.0036945178338498863","155:0.0020482650041521167;135:0.0035357841336745854","0.0103759765625","Yes"
"140","134.41891013045705","130.6323984902858","0.0294189453125","0.0283203125","0.030517578125","1560","0.0002128071019926161","24","0.0002128071019926161","0","0.0002128071019926161","0.0002128071019926161","141:68","141:0.0018397584793294341","141:0.002009889841765561","0.0294189453125","Yes"
"141","99.34862880430173","86.34960027072727","0.010986328125","0.01513671875","0.0068359375","1560","0.0002091455962623984","24","0.0002091455962623984","0","0.0002091455962623984","0.0002091455962623984","140:68;142:68","140:0.0018397584793294341;142:0.002162555368974417","140:0.002009889841765561;142:0.002024734970941827","0.010986328125","Yes"
"142","149.08837071065045","162.08071602278187","0.0107421875","0.014892578125","0.006591796875","1560","0.00022908617071901112","24","0.00022908617071901112","0","0.00022908617071901112","0.00022908617071901112","143:68;141:68","143:0.0019877967298379817;141:0.002162555368974417","143:0.0021845828053344285;141:0.002024734970941827","0.0107421875","Yes"
"143","235.19125407195995","244.83128270157047","0.006591796875","0.009765625","0.00341796875","1560","0.00016526176483679713","24","0.00016526176483679713","0","0.00016526176483679713","0.00016526176483679713","142:68;144:68;136:68","142:0.0019877967298379817;144:0.0021288979909029893;136:0.00197039423427231","142:0.0021845828053344285;144:0.0019930596332951023;136:0.0014929029353254741","0.006591796875","Yes"
"144","106.61597701206681","134.57014664637816","0.0130615234375","0.016357421875","0.009765625","1560","0.000140622198586443","24","0.000140622198586443","0","0.000140622198586443","0.000140622198586443","145:68;143:68","145:0.0018901278910458952;143:0.0021288979909029893","145:0.0016160955216026895;143:0.0019930596332951023","0.0130615234375","Yes"
"145","166.78508220082233","152.96935753294957","0.0399169921875","0.040283203125","0.03955078125","1560","0.0001898430449432422","24","0.0001898430449432422","0","0.0001898430449432422","0.0001898430449432422","144:68;146:68","144:0.0018901278910458952;146:0.0015179563129432139","144:0.0016160955216026895;146:0.0017574314252360723","0.0399169921875","Yes"
"146","75.97912772757151","30.553995614343734","0.010498046875","0.015625","0.00927734375","1560","0.00016128348321148056","24","0.00016128348321148056","0","0.00016128348321148056","0.00016128348321148056","145:68;147:88","145:0.0015179563129432139;147:0.0023554360949948894","145:0.0017574314252360723;147:0.002447529830362394","0.010498046875","Yes"
"147","96.80862497440737","83.3127527970997","0.0133056640625","0.014404296875","0.01220703125","1560","0.00021065860149449482","24","0.00021065860149449482","0","0.00021065860149449482","0.00021065860149449482","148:68;137:68;146:88","148:0.0024912547027585996;137:0.0025243751847453533;146:0.0023554360949948894","148:0.0025596049945358634;137:0.002717506563710975;146:0.002447529830362394","0.0133056640625","Yes"
"148","141.03068921122028","145.35466858849225","0.0084228515625","0.01123046875","0.005615234375","1560","0.00034955852260354993","24","0.00034955852260354993","0","0.00034955852260354993","0.00034955852260354993","147:68;149:68","147:0.0024912547027585996;149:0.015027950178803012","147:0.0025596049945358634;149:0.019000483334363938","0.0084228515625","Yes"
"149","41.37256207625191","5.476646075479776","0.0771484375","0.090087890625","0.064208984375","1560","0.04358904148757607","24","0.04358904148757607","0","0.04358904148757607","0.04358904148757607","150:68;148:68","150:0.012483150361400824;148:0.015027950178803012","150:0.017713423935673767;148:0.019000483334363938","0.0771484375","Yes"
"150","167.69526630604986","6.223927366337731","0.0059814453125","0.009033203125","0.0029296875","1560","0.0007613070390745747","24","0.0007613070390745747","0","0.0007613070390745747","0.0007613070390745747","149:68;151:68","149:0.012483150361400824;151:0.007522625092587776","149:0.017713423935673767;151:0.006929134087083733","0.0059814453125","Yes"
"151","94.22510215896965","135.1390184250998","0.0146484375","0.019775390625","0.009521484375","1560","0.00021737616569767477","24","0.00021737616569767477","0","0.00021737616569767477","0.00021737616569767477","138:68;152:68;150:68","138:0.002358133791297151;152:0.0026046239928370074;150:0.007522625092587776","138:0.00217764446680746;152:0.001968017153249624;150:0.006929134087083733","0.0146484375","Yes"
"152","86.38998951087795","120.24786199902009","0.0123291015625","0.016845703125","0.0078125","1560","0.00041213613749169675","24","0.00041213613749169675","0","0.00041213613749169675","0.00041213613749169675","151:68;153:68","151:0.0026046239928370074;153:0.0031929252898413585","151:0.001968017153249624;153:0.002163729261833669","0.0123291015625","Yes"
"153","166.4968504883116","63.91144985211902","0.0281982421875","0.02978515625","0.026611328125","1560","0.000184317255717014","24","0.000184317255717014","0","0.000184317255717014","0.000184317255717014","152:68;154:68","152:0.0031929252898413585;154:0.0024373513826523863","152:0.002163729261833669;154:0.0019613049055249854","0.0281982421875","Yes"
"154","164.80511295572416","115.83249592685215","0.00537109375","0.0078125","0.0029296875","1560","0.0003037947146102069","24","0.0003037947146102069","0","0.0003037947146102069","0.0003037947146102069","153:68;155:68","153:0.0024373513826523863;155:0.002518830966550145","153:0.0019613049055249854;155:0.002102746141096623","0.00537109375","Yes"
"155","163.8266975437204","13.406811079237126","0.01953125","0.020751953125","0.018310546875","1560","0.00015388298248070648","24","0.00015388298248070648","0","0.00015388298248070648","0.00015388298248070648","139:68;154:68","139:0.0029573803467682347;154:0.002518830966550145","139:0.0020482650041521167;154:0.002102746141096623","0.01953125","Yes"
